venue_code,title,start_date,end_date,summary,url,notes,swept_at
mam,Kerry James Marshall: The Histories,2026-09-18,2027-01-24,"Organized with the artist’s support, the exhibition covers over four decades of his career. It brings together many bodies of his work, with primarily paintings, as well as examples of the artist's prints, drawings and sculpture, from museums and private collections across North America and Europe. The exhibition opens with the artist’s early mature works, created in the 1980s, including Invisible Man (1986), inspired by Ralph Ellison’s eponymous novel (1952). This section establishes Kerry James Marshall's concern with depicting Black figures, while also raising questions about representation in art history and who and what has been excluded. The artist’s radical approach—using a range of black pigments mixed with other colors—affects the viewer’s perception of his figures. The second gallery displays large canvases dealing with the history of the “Middle Passage,” an expression designating the journey of captured Africans across the Atlantic to be sold as slaves. The exhibition continues with a presentation of monumental works illustrating scenes of contemporary life in settings ranging from hair and beauty salons to parks and outdoor spaces. Referencing artists such as Édouard Manet, Gustave Caillebotte, Georges Seurat, and other painters of modern life, Marshall offers a corrective to the absence of large scale images portraying the everyday experience of Black people in the history of Western art.",https://www.mam.paris.fr/en/expositions/exhibitions-kerry-james-marshall,"Found on the venue's ""current"" listing page.",2026-09-25T04:03:20.537Z
mam,Simone Fattal: Cities at the Bottom of a Lake,2026-09-18,2027-01-24,"In fall 2026, the Musée d’Art Moderne de Paris is devoting a major exhibition to Simone Fattal, a Lebanese American artist born in Damas, Syria, in 1942 and based in Paris for many years. Bringing together some one hundred works, the exhibition covers over fifty years of her artistic trajectory—from early landscape paintings to ceramics and collages. Organized into successive groupings rather than chronologically, the exhibition sequence invites visitors to explore the key themes of a constantly renewed diverse body of work. Enthralled with literature and archeology, Simone Fattal initially studied philosophy at the School of Letters in Beirut, then at the Sorbonne, complementing her training with classes at the École du Louvre. In the late 1960s, it was in Beirut that she took up painting, endlessly depicting trees, the seaside and mountains, and pushing the limits of figuration. In 1972, she met the Lebanese poet and painter Etel Adnan (1925-2021), with whom she shared nearly fifty years of life and creative complicity. Forced to leave Lebanon in 1980 because of the civil war, Simone Fattal moved to Sausalito, California, north of San Francisco Bay. She temporarily gave up painting to devote herself fully to founding The Post-Apollo Press publishing house (1982-2017), whose name was inspired by the Apollo space program that she perceived as the beginning of a new era in the history of humanity.",https://www.mam.paris.fr/en/expositions/exhibitions-simone-fattal,"Found on the venue's ""current"" listing page.",2026-09-25T04:03:20.537Z
mam,Florian Krewer: woven thin,2026-06-19,2027-01-04,"The Musée d’Art Moderne de Paris presents Florian Krewer: woven thin, the artist’s first solo exhibition in France. The exhibition brings together sixteen monumental paintings installed inside the permanent collection display, including several previously unseen works. Florian Krewer: woven thin follows the donation of several of the artist's works to the museum. Hung in a dense and closely conceived display, they form a rich pictorial panorama reflecting the intensity of the artist’s practice, offering a sense of total immersion into his pictorial universe. Krewer’s practice is deeply autobiographical, shaped by a direct engagement with the world around him in all its raw beauty and brutality. Drawing from lived experience as well as fantasy, the wide-ranging cast of characters that inhabit his ethereal landscapes and interiors are stripped of context and assume lives of their own. Dancers, performers, animals, and solitary figures drift through shifting cityscapes. They appear weightless and untethered, as though released from the gravity of the physical world and its social constraints. Within these suspended worlds, Krewer’s paintings celebrate moments of intimacy and the resilience of community against often hostile environments. Florian Krewer (born in Gerolstein, Germany in 1986) studied painting at the Kunstakademie Düsseldorf. Recent museum exhibitions include Nice Dog, M WOODS Museum, Beijing (2023); everybody rise, Aspen Art Museum (2023); and Es liebt Dich und Deine Körperlichkeit ein Verwirrter, Kunsthalle Düsseldorf (2022). His work can be found in the collections of the Musée d’Art Moderne de Paris; Musée national d'art moderne - Centre Georges Pompidou, Paris; the Metropolitan Museum of Art, New York; the Hammer Museum, Los Angeles; the Los Angeles County Museum of Art; and the Albertina Museum, Vienna. In 2022, Krewer was awarded the Prix Jean-François Prat by the Bredin Prat Foundation. He lives and works in the South Bronx, New York. The exhibitio",https://www.mam.paris.fr/en/expositions/exhibitions-florian-krewer,"Found on the venue's ""current"" listing page.",2026-09-25T04:03:20.537Z
mam,Prix Marcel Duchamp 2026: From the 2 October 2026,2026-10-02,2027-02-07,"For its 2026 edition, the Prix Marcel Duchamp will be hosted for the second time at the Musée d’Art Moderne de Paris, in partnership with Centre Pompidou. The exhibition of the four shortlisted artists is curated by Odile Burluraux and Nicolas Liucci-Goutnikov. Since its creation in 2000 by ADIAF, the Prix Marcel Duchamp has recognised numerous artists who have gone on to become leading figures on the international contemporary art scene. As the historic Centre Pompidou building undergoes its major renovation programme, the Prize joins the institution's wider constellation of partner venues. The Prix Marcel Duchamp exhibitions will therefore be presented at the Musée d’Art Moderne de Paris through 2029. For this edition, the four shortlisted artists—Joël Andrianomearisoa, Brognon Rollin (David Brognon and Stéphanie Rollin), Laura Henno and Josèfa Ntjam—will present their works within the museum's permanent collections. The exhibition will be freely accessible from 2 October 2026 to 7 February 2027. The winner of the 2026 Prix Marcel Duchamp will be announced on Thursday 22 October 2026, during Paris Art Week, by an international jury chaired by Xavier Rey, Director of the Musée National d’Art Moderne, and composed of museum directors, collectors and two artists. Organised since its inception in partnership with Centre Pompidou, and endowed with €90,000, including €35,000 awarded to the prizewinner, the Prix Marcel Duchamp is recognised as one of the leading awards in the field of contemporary art.",https://www.mam.paris.fr/en/expositions/exhibitions-prix-marcel-duchamp-2026,"Found on the venue's ""upcoming"" listing page. opening and closing date read from a sentence, not a date field: ""2 October 2026 to 07 February 2027"".",2026-09-25T04:03:20.537Z
mam,Lee Miller,2026-04-10,2026-08-02,"Initiated by the Tate Britain and in collaboration with the Art Institute of Chicago, the exhibition brings together roughly 250 vintage and modern prints, some of which have never been exhibited, offering a fresh perspective on her oeuvre. A key figure of the international avant-garde, Lee Miller (1907, Poughkeepsie, United States - 1977, Chiddingly, United Kingdom) was by turns a fashion model, surrealist artist, portraitist, fashion photographer, and war correspondent accredited by the U.S. army. Long relegated to the role of muse, she is now recognized as one of the major twentieth-century photographers. The exhibition follows her entire career, from her beginnings in New York to the war years in Europe, including her stint in Egypt and her life in London. It showcases the breadth of a body of work in which formal experimentation, visual boldness, and political engagement coexist. Eighteen years after the last French retrospective at the Jeu de Paume, the Musée d’Art Moderne de Paris proposes an exhibition in six sections, combining both chronological and thematic approaches",https://www.mam.paris.fr/en/expositions/exhibitions-lee-miller,"Found on the venue's ""past"" listing page.",2026-09-25T04:03:20.537Z
mam,Estonian Realities,2026-04-03,2026-07-19,"The exhibition showcases the diversity and vitality of the Estonian art scene through the eyes of these three artists from different generations. They all reflect, in their own way, a creative moment in this country whose history is both enthralling and tormented. Marked by the tension between European and Russian spheres of influence, Estonia has been able to preserve a unique, fertile, and vibrant culture, which has produced the works on view in the exhibition. The treatment of the human body operates as a common thread between the work of the three creators: a body at times abandoned, fragmented, expanded, transformed, exuberant, or combative. Anu Põder, a central figure (1947-2013) Anu Põder has been a major art historical rediscovery in recent years. The exhibition features about fifteen works revealing the singular world of this artist whose practice developed outside the rigid academic framework of her era. The materials used by Anu Põder—burlap, plastic, soap, aluminum—convey the precariousness of her condition under Soviet rule, while revealing the upheavals in Estonian society at the moment of the country’s regained independence. The artist’s body is often implicitly present in her vulnerable, fragile sculptures that defy the boundaries of traditional figurative conventions. Olga Terri, postwar painting (1916-2011) A series of portraits that Olga Terri painted from 1945 to 1950 are gathered in one room. This space bears witness to the personal and collective hardships experienced during the Nazi occupation and the Soviet occupation that followed after 1944. Imbued with a feeling of melancholy, the slouching posture of her silent figures, painted in muted colors, expresses an impending instability.",https://www.mam.paris.fr/en/expositions/exhibitions-estonian-realities,"Found on the venue's ""past"" listing page.",2026-09-25T04:03:20.537Z
mam,Brion Gysin: The Last Museum,2026-04-10,2026-07-12,"Born in Great Britain in 1916, Brion Gysin was a multifaceted artist, painter, poet, performer, photographer, and musician, often associated with the Beat Generation. Inventor of the Cut-up and the Dreamachine, his oeuvre unfolds at the conjunction of painting and writing, enlisting a always renewed array of visual languages. Drawn to alterity and marginality, Brion Gysin roamed the world, mingling with alternative and underground movements. His travels brought him into contact with wide-ranging creative and intellectual circles, within which his work often finds unexpected resonance and enjoys an almost magical aura. Inspired by these encounters, his ceaseless creative drive found expression through a variety of forms such as sound and visual poetry, experimental film, performance, novels, and music, not to mention painting and photography. The exhibition retraces the major stages of this uncommon career encompassing all the twentieth-century avant-garde movements, and in counterpoint, showcases the works of artists with whom he forged close ties and whom he inspired: William Burroughs, Françoise Janicot and Bernard Heidsieck, John Giorno, Keith Haring, Patti Smith, Ramuntcho Matta, and so on. It also bears witness to the strong connections between Brion Gysin and Paris, where he lived for a large part of his life. He spent time in the French capital during the 1930s when he was a student at the Sorbonne. At the turn of the 1960s, he gravitated toward the artists of the Beat Generation at the famous Beat Hotel (9, rue Gîtle-Cœur, Paris 6th). From the 1970s until his death in 1986, he was living in an apartment located opposite the Pompidou Center. Shortly before his death, he bequeathed his entire estate to the city of Paris. The exhibition, comprising over 140 of the artist’s works, builds on the Gysin collection at the Musée d’Art Moderne de Paris, the most extensive in the world, complemented by exceptional loans from public and private collections in France and",https://www.mam.paris.fr/en/expositions/exhibitions-brion-gysin,"Found on the venue's ""past"" listing page.",2026-09-25T04:03:20.537Z
mam,"Otobong Nkanga: ""I dreamt of you in colours""",2025-10-10,2026-02-22,"“I think of the Earth as a being, like our body: water, air, tree, stone, plant are beings like our body.” Otobong Nkanga, Social Consequences V: The Harvest 2022, Wim Waumans Collection, Courtesy of the artist The Musée d’Art Moderne de Paris is featuring the artist Otobong Nkanga’s first monographic exhibition in a Parisian museum in fall 2025. Since the late 1990s, Otobong Nkanga (born in Kano, Nigeria in 1974 and now living in Antwerp, Belgium) has been addressing themes related to ecology and relationships between the body and the territory in her practice, creating powerful and visually impressive artworks.",https://www.mam.paris.fr/en/expositions/exhibitions-otobong-nkanga-0,"Found on the venue's ""past"" listing page.",2026-09-25T04:03:20.537Z
mam,George Condo,2025-10-10,2026-02-15,"Born in 1957 in Concord, New Hampshire, George Condo moved to New York in 1979. He quickly became part of the local art scene, working notably for Andy Warhol’s silkscreen studio. Subsequently, he went to Cologne and then Paris, his primary place of residence from 1985 to 1995. His broad knowledge of European art led him to develop a personal approach to figurative painting and a fierce take on his times. Following the museum’s two retrospectives devoted to Jean-Michel Basquiat in 2010 and Keith Haring in 2013, both artists with whom George Condo shared a true artistic friendship, this exhibition has been conceived as the last chapter of a New York trilogy, exploring the emergence of a new generation of painters in the 1980s. All of them, each in their own way, have contributed to reassessing the medium of painting, a direction which George Condo, the only one to have survived that decade, has been pursuing ever since. Organized in dialogue with the artist, the exhibition aims to revisit over four decades of George Condo’s career by presenting his most emblematic works. Many works from major American and European museums (MoMA, the MET, the Whitney Museum of American Art, and the Louisiana Museum of Modern Art) and private collections are brought together for the first time in Paris thanks to this project. The exhibition features roughly 80 paintings, 110 drawings—grouped together in a space devoted to graphic arts—and some twenty sculptures interspersed throughout the exhibition.",https://www.mam.paris.fr/en/expositions/exhibitions-george-condo,"Found on the venue's ""past"" listing page.",2026-09-25T04:03:20.537Z
mam,Matisse and Marguerite: Through Her Father's Eyes,2025-04-04,2025-08-24,"From Matisse’s images of her childhood to the end of the Second World War, Marguerite remained his most constant model and the only one to have featured in his work over several decades. Remarkably frank and intense, his portraits of her convey an emotion that reflects the depth of the artist's affection for his daughter. Matisse seemed to see in her a kind of mirror of himself, as if in his depictions he was finally achieving the ""almost complete identification of painter and model"" to which he aspired. This chronologically organised exhibition bears witness to the strength of the bond between the artist and his daughter. Revealing an immense mutual trust and respect, it also offers an insight into the fascinating destiny of a highly singular woman who played a leading role in her father's career. Alongside the exhibition, a virtual reality experience created by Agnès Molia & Gordon (a Lucid Realities/TSVP production) is offered on the theme of dance, echoing ""La Danse"" by Matisse — a masterpiece from our collection. ""Danse Danse Danse – Matisse"" features an original choreography by Sarah Silverblatt-Buser, in which the viewer actively takes part. It is a tribute to the movement and vibrant colors so powerfully expressed in Matisse’s work — a journey through dance and painting, and an immersion into the artist’s creative universe, as you witness the making of some of his most iconic works, such as La Danse (I) (1909, The Museum of Modern Art, New York), La Danse de Merion (Barnes Foundation, Philadelphia), The Unfinished Dance, and The Dance of Paris (Musée d’Art Moderne de Paris).",https://www.mam.paris.fr/en/expositions/exhibitions-matisse-and-marguerite,"Found on the venue's ""past"" listing page.",2026-09-25T04:03:20.537Z
