venue_code,title,start_date,end_date,summary,url,notes
uffizi,At Palazzo Pitti the 20th century showcased in 40 dreamlike dresses: the new arrangement at the museum of Costume and Fashion,,,"A century of fashion, from the liveliness of the Charleston to the daz-zling '80s of Enrico Coveri, passing through the breathtaking creations of Elsa Schiaparelli, Yves Saint Laurent, Pierre Cardin and Roberto Capucci. The new arrangement by the Museum of Costume and Fash-ion at Palazzo Pitti narrates this story through 40 dresses, emblematic of the world's finest tailoring (many of which have never been show-cased), engaging elegantly with works by 20th-century painting mas-ters such as Galileo Chini, Felice Casorati, and Alberto Burri. Exactly one year after the Gallery's complete renovation and subse-quent total reopening, the twentieth-century selection is displayed in rotation to present the public with a new enchanting chapter in cos-tume history. Boasting a collection of 15,000 historical garments and accessories from the eighteenth century to the present day, the Muse-um of Costume and Fashion has decided to refresh its exhibits each year. This will enable extraordinary, previously unseen, and carefully restored attire to be brought out from storage in rotation for the public to enjoy. The rooms dedicated to seventeenth and eighteenth-century fashion and Medici clothes remain unchanged. The first of the new spaces, dedicated to the ‘Charleston fashion’ be-tween avant-garde and exoticism, opens the new selection: Galileo Chini's remarkable Triptych turns the room into a dramatic scene remi-niscent of Puccini, with the dress worn by the painter's wife at the premiere of Turandot at Milan's Teatro La Scala on 25 April 1926. Additional exquisite dresses crafted from fine silks and adorned with decorative motifs inspired by China, Japan, and India illustrate how Orientalism was closely linked with the flappers' desire for emancipa-tion and experimentation—young women of the era who defied con-vention.",https://www.uffizi.it/en/events/nuovo-allestimento-museo-moda-2025,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past 2025"" page. No closing date found anywhere on the venue's pages."
uffizi,"At the Pitti Palace, the “very best” of the king’s furniture",,,"Pitti was the testing ground for the aesthetics of the Quirinal Palace’s interiors: many items from the Florentine palace – some of which originating from Parma, Lucca, and perhaps even Versailles – were gifted to the crown, thus becoming part of the holdings of the Presidency of the Italian Public. The very best of three centuries (from the 17th to the 19th) of royal furnishings, recounted through the evolving interior decoration styles of three dynasties – the Medici, Lorraine, and Savoy –, has been concentrated in a selection exhibiting 16 genuine furniture masterpieces that also outline the Palace’s cultural history. On the first floor of the former sovereign residence of the Pitti Palace, the Palatine Gallery’s Niche Room now offers a complete anthology of royal furniture. Decorative armchairs, vases from the Manufacture de Sèvres and others imported from China, Giovanni Socci’s legendary mechanical writing desk, a kneeling stool made by Leonardo van der Vinne and adorned with precious stones, and a unique stipo providing a perfect scale reproduction of the Pitti Palace: all these items, through their shapes and decorations, speak to the visitor about how the sovereigns’ tastes and “domestic” aesthetics changed over time. The visitor is thoroughly initiated in the Palace’s heritage of furniture and the decorative arts – that is, in the discovery of an inheritance that, although among the most important of its kind in Europe, is still virtually unknown. Today, while very little remains of the Renaissance decor at Pitti, thousands of items bear witness to the Baroque period, to 17th century Neo-Classicism, and to Savoy eclecticism. Of the objects on display in the Niche Room, visitors can admire the virtuoso 17th-century works of intarsia and “commesso” – that is, the inlay of gemstones from Botteghe Granducali degli Uffizi, the grand ducal workshops. With the rise of the Lorraines, the court’s taste – also in furnishings – adapted to the new European styles, aba",https://www.uffizi.it/en/events/the-king-s-furniture,"Found on the venue's ""current"" listing page. Also listed on the venue's ""past 2025"" page. No closing date found anywhere on the venue's pages."
uffizi,Sarmi’s Genius. A new exhibition at the Museum of Costume and Fashion,2026-06-18,2026-12-31,"A first-of-its-kind exhibition dedicated to the great, New York-based Italian couturier who designed splendid gowns for the leading film stars between the 1950s and 1960s, including Marilyn Monroe, Audrey Hepburn, Marlene Dietrich, and Barbra Streisand. Audrey Hepburn, Marilyn Monroe, Marlene Dietrich, Barbra Streisand, the Duchess of Windsor. During the golden years of Fifth Avenue, the 20th century’s most famous women placed their look in the hands of Ferdinando Sarmi, a fashion designer who succeeded in giving American high society a touch of Italian flair. From 18 June to 31 December 2026, the Museum of Costume and Fashion at Palazzo Pitti will celebrate the designer with the exhibition Ferdinando Sarmi New York – Un viaggio nella moda da Firenze alla Fifth Avenue (“Ferdinando Sarmi New York – A journey in fashion from Florence to Fifth Avenue”), staged in the ballroom and adjacent rooms. The exhibition, the first of its kind, displays a selection of the designer’s iconic gowns, placed alongside items from the Fondo Sarmi holding at the Museum of Costume and Fashion as well as period accessories that recreate the cultural and worldly climate of New York of the 1950s and 1960s.",https://www.uffizi.it/en/events/il-genio-di-sarmi-nuova-mostra-al-museo-del-costume,"Found on the venue's ""current"" listing page. opening and closing date read from a sentence, not a date field: ""18 June to 31 December 2026""."
uffizi,European Heritage Days 2026. Evening special opening to the Uffizi for €1,,,"On Saturday 26 September, to celebrate European Heritage Days 2026, the Uffizi will open the second floor of the gallery in the evening, from 7.00 pm to 11.00 pm, for a price of €1. This is a special opportunity to admire, even after sunset, the masterpieces housed on the second floor of the Gallery, featuring works by the most celebrated masters of the Renaissance: from Botticelli and Leonardo to Raphael and Michelangelo.",https://www.uffizi.it/en/events/european-heritage-days-2026-evening-special-opening-to-the-uffizi-for-euro1,"Found on the venue's ""upcoming"" listing page. The venue's page shows only ""26 September"" for this exhibition's dates — no year is published anywhere."
uffizi,Wax upon a time. The Medici and the arts of ceroplastics,2025-12-18,2026-04-12,"The story of the masterpieces of ancient wax sculpture is the guiding thread of the new Uffizi exhibition, ‘Cera una volta. I Medici e le arti della ceroplastica’. The exhibition is being hosted from 18 December 2025 to 12 April 2026 in the new spaces built in recent months and now specially set up on the Gallery’s ground floor. Curated by Valentina Conticelli, Andrea Daninos and Simone Verde, this is the very first exhibition dedicated to the Florentine collections of wax sculpture from the 16th and 17th centuries. As the title says, it aims to shed light on an incredible lost creative field: that of the production of wax images, always living since ancient times in the popular sensibility and destined to experience a particular renewal of interest among the ranks of fine arts in Medici Florence from the 15th to the late 17th centuries. Soft and neutral, if fashioned by the skilled hands of Renaissance sculptors, it could bring substance to faces and bodies in the form of everlasting images. With the Baroque culture, obsessed as it was with the passage of time, this organic material born from bees, which due to its malleable nature imitates the characteristics of the skin like no other, comes into its own in giving shape to the living body and its dissolution. Production of it was widespread but largely lost. Not only due to the substantial perishability of the material, but above all for the resistance of critics in welcoming its creations among the so-called ‘major arts’: a cultural phenomenon which greatly favoured their loss. The aim of ‘Cera una volta’ is therefore to make wax sculpture better known – still today confined to a sort of unconscious realm of art history – at the moment of its greatest splendour, when, having reached very high forms of virtuosity, it was avidly sought for noble collections; and to highlight how, even in this field, the Medici were avant-garde collectors, capable of fully understanding the value of these types of object and protect",https://www.uffizi.it/en/events/wax-upon-a-time,"Found on the venue's ""past 2025"" listing page. opening and closing date read from a sentence, not a date field: ""18 December 2025 to 12 April 2026""."
uffizi,Florence and Europe. Arts of the Eighteenth Century at the Uffizi,,,"The 'Age of Enlightenment' (and of reforms) is narrated through some 150 works set up in the ground floor rooms of the Gallery, with masterpieces by Goya, Tiepolo, Canaletto, Vigée Le Brun, Liotard, and Mengs: many never seen before, others hidden for over a decade due to the work to extend the exhibition route. And not only that: there is also the impressive painting by the French master Pierre Subleyras, recently acquired and 'restored live' during the exhibition. And more: the Cabinet of Erotic Antiquities, reconstructed according to the fashion of the time, and spectacular views painted of iconic places on the Grand Tour. Director Simone Verde: ""We tell the story of a complex century through its aesthetic culture and at the same time the transformation of the Uffizi Galleries into Europe's first modern museum"". Masterpieces by Goya, Tiepolo, Canaletto, Le Brun, Liotard, Mengs and many other masters; spectacular views of iconic places of the Grand Tour in Italy; the monumental Mystic Marriage of St. Catherine by French painter Pierre Subleyras, restored live on display before the public's eyes; the sensual curiosities of the Cabinet of Erotic Antiquities reconstructed according to the fashion of the Age of Enlightenment. The Uffizi Galleries bring the 18th century back to life with an impressive exhibition titled ""Florence and Europe. Arts of the Eighteenth Century at the Uffizi”, curated by the director Simone Verde and the head of Eighteenth-Century Painting Alessandra Griffo, and set up in the airy frescoed rooms on the ground floor of the museum. A careful selection of around 150 works, including paintings, sculptures, furniture, porcelain, prints, and a large tapestry, many exhibited for the first time in the Gallery, and others that have not been accessible for more than ten years due to the museum's extension works.",https://www.uffizi.it/en/events/florence-and-europe,"Found on the venue's ""past 2025"" listing page. The venue's page shows only ""24 June"" for this exhibition's dates — no year is published anywhere."
uffizi,1925-1955 Fashion in the Spotlight. The origins of Made in Italy,2025-06-18,2025-11-02,"From 18 June to 2 November 2025, the Museum of Fashion and Costume of Pitti Palace will host in four rooms “Fashion in the Spotlight 1925–1955. The origins of Made in Italy”, an exhibition promoted by the Ministry of Culture, organized and created by Archivio Luce Cinecittà in collaboration with the Uffizi Galleries and curated by Fabiana Giacomotti. The exhibition aims to reconstruct thirty fundamental years in the history of Italian fashion, before its definitive international affirmation. Over fifty items of clothing, accessories and audiovisual and photographic contributions articulate the exhibition path, designed to tell how Italian fashion was defined – between textile innovation, aesthetic research, excellent craftsmanship and commercial strategies – well before the famous fashion show in the Sala Bianca of Pitti Palace in 1952. A narrative that develops over a time span between 1925 and 1955, intertwining little-known episodes with legendary names, so as to provide a new look at the roots of Made in Italy. At the heart of the exhibition is the extraordinary heritage of the Luce Archives, with an important core of photographs and films, many of which are unpublished. The garments and accessories on display come partly from prestigious museums (such as the Boncompagni Ludovisi Museums, Palazzo Madama) and partly from corporate or private archives, such as the Massimo Cantini Parrini Collection, present with a considerable number of pieces. ""With this exhibition project, hosted in one of the cities that best tell the world about the exceptionality and greatness of Italian creativity and art, we intend to highlight one of its greatest expressions, fashion. The exhibition is intended as an original historical snapshot of the evolution and affirmation of a sector that has always been synonymous with vision and whose unique creations, the fruit of expert hands, have made and continue to make the flagship of Made in Italy. A national heritage whose importance is we",https://www.uffizi.it/en/events/1925-1955-fashion-the-origins-of-made-in-italy,"Found on the venue's ""past 2025"" listing page. opening and closing date read from a sentence, not a date field: ""18 June to 2 November 2025""."
uffizi,The Witch by Salvator Rosa displayed in Pitti Palace,2025-01-11,2025-02-09,"The Witch by the tormented and original 17th-century painter Salvator Rosa, becomes part of the Uffizi collection. Soon it will be welcomed in the Gallery, in the rooms of the 17th-century masters; however, immediately after the Christmas holidays, it will have its own special exhibition moment in the White Hall of the Pitti Palace.",https://www.uffizi.it/en/events/the-witch-by-salvator-rosa-displayed-in-pitti-palace,"Found on the venue's ""past 2025"" listing page. opening and closing date read from a sentence, not a date field: ""11 January to 9 February 2025""."
uffizi,"Stanislao Pointeau. A Tuscan ""macchiaiolo""of French descent. An exhibition dedicated to Prof. Carlo Del Bravo",,,"Terre degli Uffizi returns to San Casciano with a monographic exhibition devoted, for the very first time, to the Franco-Florentine painter Stanislao Pointeau and to the role he played in the birth and development of the Macchiaolo style in Florence and in Tuscany. The exhibition at the Museo Giuliano Ghelli, due to run from 26 October to 16 February, is entitled “Stanislao Pointeau – A Tuscan Macchiaiolo of French Descent”. The exhibition is curated by Michele Amedei and organised by the Comune di San Casciano in Val di Pesa as part of the Fondazione CR Firenze and Gallerie degli Uffizi exhibition programme, in the context of their respective Piccoli Grandi Musei and Uffizi Diffusi schemes. After the exhibition devoted to Jacopo Vignali, this is once again a tribute to Carlo del Bravo, the diligent art historian from San Casciano whose research in the late 1970s led to Stanislao Pointeau’s rediscovery. Stanislao was born in Florence to Jean Louis Pointeau, a wine salesman from Blois in the Loire Valley, and his Florentine wife Giovanna Piacenti. He enrolled at the local Academy of Fine Arts in the early 1850s, but while studying there, he also frequented the Caffè Michelangiolo where he, Telemaco Signorini and other artists founded the Macchiaioli group. In their company, he not only rubbed shoulders with the French community in the city but also explored Florence and its surroundings. He focused in particular on the banks of the Arno, which were to become the source of inspiration for his Renaioli d’Arno (Arno Sand-dredgers), a painting that attracted praise when it was shown at the Italian National Exhibition held in Florence in 1861. After his Macchiaiolo period, Pointeau moved to Pisa in 1867, where he was isolated from his Florentine friends but he managed to stay in touch with them, and with Diego Martelli in particular, all the same. The final phase in his artistic career was influenced by the Symbolist climate represented, in the Pisa area, by a community o",https://www.uffizi.it/en/events/stanislao-pointeau,"Found on the venue's ""past 2024"" listing page. The venue's page shows only ""26 October to 16 February"" for this exhibition's dates — no year is published anywhere."
uffizi,"Tuscan Tournaments. The Saracen Joust, the Crossbow Palio and the Game of the Bridge",2024-09-12,2025-01-12,"The Casa Museo dell’Antiquariato Ivan Bruschi in Arezzo, part of the Intesa Sanpaolo portfolio, is hosting an exhibition until 12 January 2025 entitled “Tuscan Tournaments: The Saracen Joust, the Crossbow Palio and the Game of the Bridge” curated by Museo Stibbert Curator of Armouries Riccardo Franci. The exhibition is part of the Lands of the Uffizi project devised and produced by the Gallerie degli Uffizi and the Fondazione CR Firenze in the context of their respective Uffizi Diffusi and Piccoli Grandi Musei schemes. Starting with the Saracen Joust, a popular event celebrated in the city of Arezzo, the exhibition sets out to document war games using prints and paintings of various periods from the Gallerie degli Uffizi and, above all, numerous examples of helmets, weapons and armour from the Museo Stibbert’s famous collection. These knightly contests, which became fashionable in the Middle Ages and survived well into the Renaissance, included the Crossbow Palio, where precision was the skill required of contestants, and the ancient Game of the Bridge, a trial of strength on foot to conquer the Old Bridge in Pisa. Visitors are greeted by the most iconic exhibit in the show, a 16th century Buratto or Saracen quintain on loan from the Museo Nazionale del Bargello. Likely to have been made for celebrations held to mark the marriage of Francesco I and Bianca Cappello in 1579, alterations over the centuries have transformed it from a Saracen noble into the European warrior we see today. The exhibition logo is another prestigious work of art, Stefano Della Bella’s Knight in Armour made for a parade, on loan from the Gallerie degli Uffizi. The rich, sumptuous attire and caparison conjure up an image of the sheer splendour that attended these spectacular events designed to celebrate the great and good. In another painting, on loan from the Fondazione CR Firenze, Stefano Della Bella illustrated one such event, a nighttime parade in the Boboli Garden in 1637. Arms and armour",https://www.uffizi.it/en/events/tornei-di-toscana-la-giostra-del-saracino-il-palio-della-balestra-e-il-gioco-del,"Found on the venue's ""past 2024"" listing page. opening and closing date read from a sentence, not a date field: ""12 September 2024 - 12 January 2025""."
